question_id,question,role,experience_band,difficulty,focus_area,topic,reference_keywords,reference_points
INT_00070,"As a AI Engineer, what indicators tell you it is time to replace or rebuild prompt injection mitigation architecture?",AI Engineer,industry_veteran,hard,technical,Artificial Intelligence,indicators|you|time|replace|rebuild|prompt|injection|mitigation|embedding|retrieval|llm|inference|rag|hallucination|guardrail|token|fine-tune|transformer|vector|agent|context window|semantic|generative|model,"Explain the core Artificial Intelligence concepts for a AI Engineer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_00071,"As a AI Engineer, what long-term improvements would you propose for systems involving LLM hallucination evaluation?",AI Engineer,industry_veteran,hard,technical,Artificial Intelligence,long-term|improvements|you|propose|for|systems|involving|llm|embedding|retrieval|prompt|inference|rag|hallucination|guardrail|token|fine-tune|transformer|vector|agent|context window|semantic|generative|model,"Explain the core Artificial Intelligence concepts for a AI Engineer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_00072,"As a AI Engineer, what long-term improvements would you propose for systems involving PII redaction before inference?",AI Engineer,industry_veteran,hard,technical,Artificial Intelligence,long-term|improvements|you|propose|for|systems|involving|pii|embedding|retrieval|prompt|llm|inference|rag|hallucination|guardrail|token|fine-tune|transformer|vector|agent|context window|semantic|generative,"Explain the core Artificial Intelligence concepts for a AI Engineer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_00073,"As a AI Engineer, what long-term improvements would you propose for systems involving RAG pipeline quality?",AI Engineer,industry_veteran,hard,technical,Artificial Intelligence,long-term|improvements|you|propose|for|systems|involving|rag|embedding|retrieval|prompt|llm|inference|hallucination|guardrail|token|fine-tune|transformer|vector|agent|context window|semantic|generative|model,"Explain the core Artificial Intelligence concepts for a AI Engineer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_00074,"As a AI Engineer, what long-term improvements would you propose for systems involving embedding refresh pipelines?",AI Engineer,industry_veteran,hard,technical,Artificial Intelligence,long-term|improvements|you|propose|for|systems|involving|embedding|retrieval|prompt|llm|inference|rag|hallucination|guardrail|token|fine-tune|transformer|vector|agent|context window|semantic|generative|model,"Explain the core Artificial Intelligence concepts for a AI Engineer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_00075,"As a AI Engineer, what long-term improvements would you propose for systems involving prompt injection mitigation?",AI Engineer,industry_veteran,hard,technical,Artificial Intelligence,long-term|improvements|you|propose|for|systems|involving|prompt|embedding|retrieval|llm|inference|rag|hallucination|guardrail|token|fine-tune|transformer|vector|agent|context window|semantic|generative|model,"Explain the core Artificial Intelligence concepts for a AI Engineer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_00076,"As a AI Engineer, what multi-year strategy would you recommend for maturing Artificial Intelligence practice across the organization?",AI Engineer,industry_veteran,hard,technical,Artificial Intelligence,multi-year|strategy|you|recommend|for|maturing|artificial|intelligence|embedding|retrieval|prompt|llm|inference|rag|hallucination|guardrail|token|fine-tune|transformer|vector|agent|context window|semantic|generative,"Explain the core Artificial Intelligence concepts for a AI Engineer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_00077,"As a AI Engineer, describe how you handled a crisis that affected customers and required cross-department coordination",AI Engineer,industry_veteran,medium,personality,Behavioral,you|handled|crisis|that|affected|customers|and|required|explain|clarify|listen|audience|feedback|message|stakeholder|present|translate|understand|concise|communicated|clearly|non-technical|technical|writing,"Use STAR format with a real example relevant to AI Engineer: situation, task, action, result, and what you learned."
INT_00078,"As a AI Engineer, describe how you rebuilt trust with stakeholders after a significant delivery failure",AI Engineer,industry_veteran,medium,personality,Behavioral,you|rebuilt|trust|stakeholders|after|significant|delivery|failure|explain|clarify|listen|audience|feedback|message|stakeholder|present|translate|understand|concise|communicated|clearly|non-technical|technical|writing,"Use STAR format with a real example relevant to AI Engineer: situation, task, action, result, and what you learned."
INT_00079,"As a AI Engineer, share how you developed future leaders on your team during a multi-year transformation",AI Engineer,industry_veteran,medium,personality,Behavioral,you|developed|future|leaders|team|multi-year|transformation|explain|clarify|listen|audience|feedback|message|stakeholder|present|translate|understand|concise|communicated|clearly|non-technical|technical|writing|honest,"Use STAR format with a real example relevant to AI Engineer: situation, task, action, result, and what you learned."
INT_00080,"As a AI Engineer, tell me about balancing innovation with operational stability during a major platform shift",AI Engineer,industry_veteran,medium,personality,Behavioral,balancing|innovation|operational|stability|major|platform|shift|explain|clarify|listen|audience|feedback|message|stakeholder|present|translate|understand|concise|communicated|clearly|non-technical|technical|writing|honest,"Use STAR format with a real example relevant to AI Engineer: situation, task, action, result, and what you learned."
INT_00081,"As a AI Engineer, tell me about influencing organization-wide change when teams disagreed on priorities",AI Engineer,industry_veteran,medium,personality,Behavioral,influencing|organization-wide|change|teams|disagreed|priorities|explain|clarify|listen|audience|feedback|message|stakeholder|present|translate|understand|concise|communicated|clearly|non-technical|technical|writing|honest|ethical,"Use STAR format with a real example relevant to AI Engineer: situation, task, action, result, and what you learned."
INT_00082,Describe a production incident you handled as a AI Engineer. How did you communicate while troubleshooting?,AI Engineer,industry_veteran,medium,personality,Behavioral,production|incident|you|handled|did|communicate|while|troubleshooting|explain|clarify|listen|audience|feedback|message|stakeholder|present|translate|understand|concise|communicated|clearly|non-technical|technical|writing,"Use STAR format with a real example relevant to AI Engineer: situation, task, action, result, and what you learned."
INT_00083,Tell me about a time you pushed back on a risky shortcut as a AI Engineer. What was the outcome?,AI Engineer,industry_veteran,medium,personality,Behavioral,time|you|pushed|back|risky|shortcut|was|the|explain|clarify|listen|audience|feedback|message|stakeholder|present|translate|understand|concise|communicated|clearly|non-technical|technical|writing,"Use STAR format with a real example relevant to AI Engineer: situation, task, action, result, and what you learned."
INT_00084,"As a AI Engineer, Design evaluation metrics and human review loops for a customer-facing chatbot upgrade",AI Engineer,industry_veteran,medium,technical,Artificial Intelligence,design|evaluation|metrics|and|human|review|loops|for|embedding|retrieval|prompt|llm|inference|rag|hallucination|guardrail|token|fine-tune|transformer|vector|agent|context window|semantic|generative,"Explain the core Artificial Intelligence concepts for a AI Engineer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_00085,"As a AI Engineer, describe how you would mentor leads through a high-risk Artificial Intelligence migration",AI Engineer,industry_veteran,medium,technical,Artificial Intelligence,you|mentor|leads|high-risk|artificial|intelligence|migration|embedding|retrieval|prompt|llm|inference|rag|hallucination|guardrail|token|fine-tune|transformer|vector|agent|context window|semantic|generative|model,"Explain the core Artificial Intelligence concepts for a AI Engineer, give a concrete example, and mention trade-offs or edge cases where relevant."
INT_00086,"As a AI Engineer, explain how you would run an organization-wide review after repeated incidents tied to Artificial Intelligence",AI Engineer,industry_veteran,medium,technical,Artificial Intelligence,you|run|organization-wide|review|after|repeated|incidents|tied|embedding|retrieval|prompt|llm|inference|rag|hallucination|guardrail|token|fine-tune|transformer|vector|agent|context window|semantic|generative,"Explain the core Artificial Intelligence concepts for a AI Engineer, give a concrete example, and mention trade-offs or edge cases where relevant."
