id,experience_years,experience_band,technical_score,personality_score,communication_score,attentiveness_score,eye_contact_score,filler_ratio,avg_answer_seconds,grammar_score,confidence_score,tab_switches,window_blur_events,screenshot_attempted,device_detected,gaze_off_over_20s,camera_available,mic_available,english_only_violation,final_score,decision
1039,6.6,senior_professional,88,89,97,78,81,0.045,124,77,86,0,0,0,0,0,1,1,0,91,pass
1040,1.1,junior_professional,55,32,59,76,84,0.139,111,60,56,0,0,0,0,0,1,1,0,50,fail
1041,2.2,junior_professional,30,43,45,50,44,0.138,127,35,51,1,0,0,0,0,1,0,0,32,fail
1042,4.7,mid_level_expert,55,79,57,93,55,0.01,30,80,44,0,0,0,0,0,1,1,0,58,fail
1043,12.8,industry_veteran,46,87,77,97,75,0.046,66,80,73,0,0,0,0,0,1,1,0,63,fail
1044,0.5,fresher,36,58,48,54,89,0.137,49,48,57,0,0,0,0,0,1,1,0,51,fail
1045,1.8,junior_professional,57,50,86,46,51,0.178,44,65,42,1,0,0,0,0,1,1,0,44,fail
1046,13.3,industry_veteran,91,90,76,68,72,0.106,46,77,90,0,0,0,0,0,1,1,0,80,pass
1047,11.3,industry_veteran,81,87,73,81,76,0.14,118,71,90,0,0,0,0,0,1,1,0,80,pass
1048,6.6,senior_professional,64,79,90,96,55,0.17,59,75,72,0,0,0,0,0,1,1,1,49,fail
1049,7.8,senior_professional,71,100,79,73,100,0.012,119,68,100,1,0,0,0,0,1,1,0,69,fail
1050,8.5,senior_professional,79,65,80,100,74,0.138,28,95,80,0,0,0,0,0,1,1,0,54,fail
1051,10.7,industry_veteran,71,68,57,88,56,0.069,99,43,73,0,0,0,0,0,1,1,0,61,fail
1052,1.1,junior_professional,100,90,80,82,100,0.2,98,69,94,0,0,0,0,0,1,1,0,82,pass
1053,0.4,fresher,59,61,56,58,64,0.042,106,71,85,0,0,0,0,0,1,1,0,42,fail
1054,9.6,senior_professional,100,96,97,100,93,0.068,42,100,100,0,1,0,0,0,1,1,0,89,fail
1055,5.5,mid_level_expert,36,27,61,42,22,0.193,83,42,58,0,0,0,0,0,1,1,0,25,fail
1056,14.2,industry_veteran,36,70,29,59,44,0.1,114,68,37,0,0,0,0,0,1,1,0,46,fail
1057,10.1,industry_veteran,67,73,62,63,69,0.076,26,39,43,0,0,0,0,1,1,1,0,38,fail
1058,1.8,junior_professional,73,79,69,68,62,0.217,109,61,84,0,0,0,0,0,1,1,0,56,fail
1059,10.1,industry_veteran,100,100,100,100,100,0.129,121,77,73,0,0,0,0,0,1,1,0,78,pass
1060,1.6,junior_professional,69,61,82,96,94,0.095,109,99,83,0,0,0,0,0,1,1,0,76,pass
1061,2.3,junior_professional,49,35,47,22,42,0.091,116,35,64,0,0,0,0,0,1,1,0,38,fail
1062,3.3,mid_level_expert,47,46,59,51,77,0.136,32,30,62,0,0,0,0,0,1,1,0,43,fail
1063,0.8,fresher,99,100,98,100,95,0.148,41,82,93,0,0,0,0,0,1,1,0,84,pass
1064,3.9,mid_level_expert,78,100,98,87,90,0.122,127,91,93,0,0,0,0,0,1,1,0,78,pass
1065,1.6,junior_professional,62,45,76,76,41,0.153,48,38,66,0,0,0,0,0,1,1,0,53,fail
1066,0.1,fresher,76,83,80,92,69,0.064,115,84,67,0,0,0,0,0,1,1,0,72,pass
1067,8.1,senior_professional,93,94,97,71,100,0.103,53,78,78,0,0,0,0,0,1,1,0,79,pass
1068,5.4,mid_level_expert,61,63,45,57,54,0.115,73,68,50,0,0,0,0,0,1,1,0,44,fail
1069,1.6,junior_professional,58,53,61,93,80,0.01,113,86,57,0,0,0,0,0,1,1,0,64,fail
1070,7.2,senior_professional,77,45,53,35,51,0.088,103,50,22,0,0,0,0,0,1,1,0,40,fail
1071,14.9,industry_veteran,40,52,69,57,77,0.165,102,57,66,0,0,0,0,0,1,1,0,56,fail
1072,2.5,junior_professional,15,31,12,49,11,0.08,41,30,47,0,0,0,0,0,1,1,0,25,fail
1073,6.9,senior_professional,56,100,44,55,56,0.18,28,57,77,0,0,0,0,0,1,1,0,63,fail
1074,1.9,junior_professional,100,98,90,100,95,0.03,90,100,88,0,0,0,0,0,1,1,0,92,pass
1075,1.5,junior_professional,98,90,87,100,100,0.03,66,100,100,0,0,0,0,0,1,1,0,89,pass
1076,5.4,mid_level_expert,79,74,100,100,90,0.01,27,100,100,0,0,0,0,0,1,1,0,89,pass
1077,12.4,industry_veteran,58,70,100,87,64,0.165,28,82,38,0,0,0,0,0,1,1,0,63,fail
1078,3.4,mid_level_expert,96,80,92,100,56,0.123,47,83,74,0,0,0,0,0,1,1,0,87,pass
1079,10.9,industry_veteran,49,43,59,47,54,0.156,46,53,66,0,0,0,0,0,1,1,0,44,fail
1080,6.6,senior_professional,100,100,92,97,88,0.147,69,86,79,0,0,0,0,0,1,1,0,80,pass
1081,7.7,senior_professional,85,77,81,98,83,0.133,67,70,73,0,0,0,0,0,1,1,1,76,fail
1082,9.8,senior_professional,97,81,65,94,88,0.058,52,88,65,0,0,0,0,0,1,1,0,72,fail
1083,2.1,junior_professional,98,98,91,100,100,0.063,26,96,100,0,0,0,0,0,1,1,0,86,pass
1084,11.6,industry_veteran,64,39,60,74,59,0.148,54,49,32,0,0,0,1,0,1,1,0,53,fail
1085,1.5,junior_professional,74,90,81,83,72,0.068,38,59,70,0,0,0,0,0,1,1,0,75,pass
1086,6.6,senior_professional,60,74,64,57,49,0.121,76,53,62,0,0,1,0,0,0,1,0,47,fail
1087,14.0,industry_veteran,95,83,85,74,68,0.129,119,79,53,0,0,0,0,0,1,1,0,68,fail
1088,12.5,industry_veteran,50,59,50,43,73,0.184,57,35,22,0,0,0,0,0,1,1,0,29,fail
1089,0.1,fresher,95,82,81,73,66,0.15,68,73,65,0,0,0,0,0,1,1,0,67,fail
1090,13.0,industry_veteran,70,76,50,70,51,0.105,61,60,56,0,0,0,0,0,1,1,0,59,fail
1091,2.2,junior_professional,78,100,80,83,92,0.094,101,90,100,0,0,0,0,1,1,1,0,69,fail
1092,9.4,senior_professional,100,94,100,100,100,0.022,26,100,79,1,0,0,0,0,1,1,0,100,fail
1093,2.4,junior_professional,75,78,65,89,96,0.122,69,99,74,0,0,0,0,0,1,1,0,70,pass
1094,4.3,mid_level_expert,71,58,47,77,60,0.103,67,54,61,0,0,0,0,0,1,1,0,58,fail
1095,0.7,fresher,84,76,100,78,91,0.073,103,87,72,0,1,0,0,0,1,1,0,68,fail
1096,11.5,industry_veteran,100,69,70,99,62,0.01,30,88,81,0,0,0,0,0,1,1,0,77,pass
1097,5.1,mid_level_expert,70,64,65,60,55,0.095,80,60,91,0,0,0,0,0,1,1,0,57,fail
1098,0.8,fresher,53,33,58,40,38,0.203,99,39,29,0,0,0,0,0,1,1,0,37,fail
1099,0.0,fresher,93,91,78,83,93,0.216,59,100,63,0,0,0,0,0,1,1,0,66,fail
1100,3.2,mid_level_expert,83,90,92,100,100,0.107,49,94,100,0,0,0,0,0,0,1,0,78,fail
1101,1.5,junior_professional,66,61,48,78,59,0.167,43,46,46,0,0,0,0,0,1,1,0,57,fail
1102,9.8,senior_professional,83,83,65,81,72,0.057,38,74,75,0,0,0,0,0,1,1,0,78,pass
1103,0.5,fresher,84,81,87,100,100,0.088,50,77,100,0,0,0,0,0,1,1,1,77,fail
1104,4.5,mid_level_expert,72,58,78,63,71,0.092,118,71,86,0,0,0,0,0,1,1,0,69,fail
1105,12.5,industry_veteran,69,84,93,100,71,0.171,94,76,93,0,0,0,0,0,1,1,0,73,pass
1106,4.8,mid_level_expert,39,41,57,62,52,0.123,107,42,70,0,0,0,0,0,1,1,1,45,fail
1107,1.4,junior_professional,17,57,32,61,50,0.223,71,25,45,1,0,0,0,0,1,1,0,22,fail
1108,13.1,industry_veteran,89,71,85,71,65,0.128,52,88,76,0,0,0,0,0,1,1,0,75,pass
1109,0.6,fresher,50,59,75,59,46,0.1,103,46,59,0,0,0,0,0,1,1,0,40,fail
1110,4.9,mid_level_expert,67,99,81,87,71,0.076,83,76,75,0,0,0,0,0,1,1,0,61,fail
1111,9.9,senior_professional,90,74,77,88,85,0.12,56,68,83,0,0,0,0,0,1,1,0,76,pass
1112,4.1,mid_level_expert,83,78,78,87,68,0.131,114,69,79,0,0,0,0,0,1,1,0,74,pass
1113,12.2,industry_veteran,76,54,92,68,75,0.149,32,94,95,0,0,0,0,0,1,1,0,53,fail
1114,4.6,mid_level_expert,51,44,61,68,30,0.123,69,48,59,0,0,0,0,0,1,1,0,56,fail
1115,0.7,fresher,67,69,57,77,33,0.02,84,69,90,0,0,0,0,0,1,1,0,52,fail
1116,1.7,junior_professional,100,100,76,100,100,0.164,57,100,84,0,0,0,0,0,1,1,0,83,pass
1117,0.3,fresher,80,91,79,69,86,0.152,40,81,74,0,0,0,0,0,1,1,0,88,pass
1118,1.0,junior_professional,64,79,71,100,83,0.097,107,88,93,0,0,0,0,0,1,1,0,69,fail
1119,4.0,mid_level_expert,100,95,73,79,80,0.198,49,99,100,0,0,0,0,0,1,1,0,75,pass
1120,4.4,mid_level_expert,47,40,42,59,44,0.177,91,61,38,0,0,0,0,0,1,1,0,34,fail
1121,12.2,industry_veteran,49,61,76,100,68,0.06,116,72,81,0,0,0,0,0,1,1,0,57,fail
1122,9.3,senior_professional,69,63,43,63,76,0.203,76,76,87,0,0,0,0,0,1,0,0,49,fail
1123,0.5,fresher,70,71,78,76,78,0.043,127,70,91,0,0,0,0,0,1,1,0,63,fail
1124,5.5,mid_level_expert,86,88,75,92,89,0.175,80,100,89,0,0,0,0,0,1,1,0,77,pass
1125,9.5,senior_professional,69,68,47,44,43,0.117,128,54,33,0,0,0,0,0,1,1,0,58,fail
1126,14.7,industry_veteran,54,14,26,73,60,0.078,29,37,23,0,1,0,0,0,1,1,0,38,fail
1127,4.5,mid_level_expert,100,100,76,97,87,0.063,109,100,79,0,0,0,0,0,1,1,0,81,pass
1128,7.6,senior_professional,100,89,90,100,100,0.086,40,100,100,0,0,0,0,0,1,1,0,98,pass
1129,3.9,mid_level_expert,96,91,58,97,84,0.119,87,69,70,0,0,0,0,0,1,1,0,58,fail
1130,0.3,fresher,28,21,19,27,10,0.148,98,42,0,0,0,0,0,1,1,1,0,10,fail
1131,1.8,junior_professional,84,56,26,66,42,0.214,63,68,65,0,0,0,0,0,1,1,0,52,fail
1132,0.8,fresher,81,70,62,86,54,0.182,60,69,62,0,0,0,1,0,1,1,0,55,fail
1133,9.9,senior_professional,62,69,89,65,63,0.161,84,52,54,0,0,0,0,0,1,1,0,57,fail
1134,8.6,senior_professional,70,92,46,100,84,0.106,54,65,75,0,0,0,0,0,1,1,0,70,pass
1135,4.0,mid_level_expert,98,59,64,62,60,0.127,39,63,52,0,0,0,0,0,1,1,0,64,fail
1136,0.8,fresher,67,42,70,75,97,0.069,111,72,85,0,0,0,0,0,1,1,0,71,pass
1137,6.9,senior_professional,58,78,83,82,99,0.148,122,64,91,0,0,0,0,0,1,1,0,65,fail
1138,0.1,fresher,97,69,71,74,55,0.085,46,80,80,0,0,0,0,0,1,1,0,85,pass
1139,0.0,fresher,74,57,100,95,88,0.027,118,76,85,0,0,0,1,0,1,1,0,72,fail
1140,0.8,fresher,26,42,51,29,48,0.128,72,41,48,0,0,0,0,0,1,1,0,36,fail
1141,1.1,junior_professional,28,16,17,35,17,0.186,100,56,37,0,0,0,0,0,1,1,0,24,fail
1142,9.3,senior_professional,56,100,97,75,44,0.21,49,73,31,1,0,0,0,0,1,1,0,41,fail
1143,8.2,senior_professional,91,100,100,81,98,0.07,42,100,98,0,0,0,0,0,1,1,0,95,pass
1144,9.4,senior_professional,100,92,100,95,87,0.059,116,100,100,0,0,1,0,0,1,1,0,85,fail
1145,2.8,junior_professional,100,82,83,83,100,0.211,65,100,84,0,0,0,0,0,1,1,0,75,pass
1146,1.1,junior_professional,81,94,74,96,79,0.074,40,67,61,0,0,0,0,0,1,1,1,77,fail
1147,0.7,fresher,61,82,82,81,68,0.139,101,83,78,0,0,0,0,0,1,1,0,56,fail
1148,0.2,fresher,65,47,60,53,51,0.213,85,63,55,0,0,0,0,0,1,1,0,54,fail
1149,3.7,mid_level_expert,73,71,63,80,57,0.084,94,87,48,0,0,0,0,0,1,1,0,54,fail
1150,13.2,industry_veteran,33,29,53,63,50,0.182,120,33,43,0,0,0,0,0,1,1,0,28,fail
1151,11.8,industry_veteran,81,72,86,87,91,0.099,125,98,88,0,0,0,0,0,1,1,0,79,pass
1152,3.2,mid_level_expert,41,82,47,67,43,0.223,57,59,60,0,0,0,0,0,1,1,0,43,fail
1153,8.6,senior_professional,85,70,92,48,73,0.191,108,34,66,0,0,0,0,0,1,1,0,72,pass
1154,2.4,junior_professional,98,84,95,100,89,0.144,61,99,82,0,0,0,0,0,1,1,0,89,pass
1155,4.1,mid_level_expert,56,75,77,77,64,0.14,97,80,52,0,0,0,0,0,0,1,0,59,fail
1156,0.3,fresher,85,56,72,65,70,0.203,41,73,50,0,0,0,0,0,1,1,0,62,fail
1157,12.6,industry_veteran,68,76,100,88,68,0.127,109,71,89,0,0,0,0,0,1,1,0,72,pass
1158,11.7,industry_veteran,51,65,50,48,75,0.147,84,61,44,0,0,0,0,0,1,1,0,47,fail
1159,3.4,mid_level_expert,56,64,48,74,61,0.109,104,41,58,0,0,0,0,0,1,1,0,29,fail
1160,13.3,industry_veteran,79,94,79,92,81,0.026,53,75,71,0,0,0,0,0,1,1,0,84,pass
1161,8.3,senior_professional,88,74,49,86,66,0.095,114,80,56,0,0,0,0,0,1,1,0,66,fail
1162,1.6,junior_professional,39,94,68,73,80,0.033,102,72,78,0,0,0,0,0,1,1,0,62,fail
1163,0.4,fresher,40,63,87,51,62,0.163,55,41,67,0,0,0,0,0,1,1,0,50,fail
1164,5.2,mid_level_expert,55,36,46,82,75,0.089,54,63,66,0,0,0,0,0,1,0,0,58,fail
1165,2.3,junior_professional,62,78,54,73,89,0.036,113,61,83,0,0,0,0,0,1,1,0,58,fail
1166,7.9,senior_professional,80,92,76,90,95,0.072,29,71,59,1,0,0,0,0,1,1,0,84,fail
1167,8.4,senior_professional,65,89,72,100,100,0.01,28,88,53,0,0,0,0,0,1,1,0,74,pass
1168,2.8,junior_professional,61,55,38,33,60,0.181,62,70,39,0,0,0,0,0,1,1,0,62,fail
1169,7.7,senior_professional,63,64,74,65,83,0.068,58,61,65,0,0,0,0,0,1,1,0,59,fail
1170,8.2,senior_professional,65,83,55,93,67,0.117,80,100,98,0,0,0,0,0,1,1,0,58,fail
1171,2.6,junior_professional,56,53,54,87,63,0.113,88,57,55,0,0,0,0,0,1,1,0,55,fail
1172,0.4,fresher,38,62,67,43,43,0.2,27,61,81,1,0,0,0,0,1,1,0,39,fail
1173,5.1,mid_level_expert,87,63,63,72,79,0.078,95,60,62,0,0,0,0,0,1,1,0,68,fail
1174,4.2,mid_level_expert,69,69,37,54,72,0.141,49,59,56,0,0,0,0,0,1,1,0,57,fail
1175,12.6,industry_veteran,84,72,92,68,97,0.082,117,69,87,0,0,0,0,0,1,1,0,71,pass
1176,2.9,junior_professional,88,78,68,92,81,0.145,47,59,37,0,0,0,0,0,1,1,0,76,pass
1177,0.6,fresher,74,86,57,67,64,0.222,61,68,76,0,0,0,0,0,1,1,0,73,fail
1178,13.1,industry_veteran,91,77,63,74,77,0.117,100,70,55,0,0,0,0,0,1,1,0,75,fail
1179,14.0,industry_veteran,24,28,26,20,25,0.087,105,22,18,0,0,1,0,0,1,1,0,19,fail
1180,0.3,fresher,61,66,32,74,56,0.046,80,38,46,0,0,0,0,0,1,1,0,40,fail
1181,12.1,industry_veteran,100,67,84,78,77,0.156,128,81,47,0,0,0,0,0,1,1,0,70,pass
1182,9.2,senior_professional,52,65,49,65,57,0.088,26,68,56,0,0,0,0,1,1,1,0,54,fail
1183,3.1,mid_level_expert,46,26,53,47,55,0.199,102,40,33,0,0,0,0,0,1,1,0,38,fail
1184,10.2,industry_veteran,78,84,90,81,63,0.12,39,82,92,0,0,0,0,0,1,1,0,74,pass
1185,0.5,fresher,72,61,79,83,47,0.166,50,78,96,0,0,0,0,0,1,1,0,70,pass
1186,2.8,junior_professional,46,48,52,53,38,0.075,47,53,67,0,0,1,0,0,1,1,0,46,fail
1187,4.3,mid_level_expert,81,75,86,87,74,0.169,97,92,87,0,0,0,0,0,1,1,0,71,pass
1188,0.2,fresher,58,60,79,64,62,0.158,65,86,44,0,0,0,0,0,1,1,0,54,fail
1189,0.8,fresher,44,35,39,46,54,0.08,82,58,23,0,0,0,0,0,1,1,0,40,fail
1190,5.3,mid_level_expert,91,63,95,85,92,0.075,54,72,63,0,0,0,0,0,1,1,0,73,pass
1191,0.6,fresher,60,59,88,47,53,0.176,64,59,64,0,0,0,0,0,1,1,0,58,fail
1192,7.8,senior_professional,61,52,22,29,61,0.099,33,59,55,0,0,0,0,0,1,1,0,42,fail
1193,11.9,industry_veteran,51,43,60,85,50,0.063,62,72,44,0,0,0,0,0,1,1,0,57,fail
1194,1.7,junior_professional,70,90,94,73,91,0.144,130,63,61,0,0,0,0,0,1,1,0,58,fail
1195,1.0,junior_professional,78,94,96,76,91,0.102,97,64,68,0,0,0,0,0,1,1,0,77,pass
1196,0.1,fresher,49,88,37,67,66,0.103,91,43,82,0,0,0,0,1,1,1,0,55,fail
1197,7.2,senior_professional,53,30,34,70,48,0.138,123,16,44,0,0,0,0,0,1,1,0,36,fail
1198,2.5,junior_professional,9,36,25,42,43,0.25,50,41,56,1,0,0,0,0,1,1,0,10,fail
1199,1.1,junior_professional,54,69,58,30,57,0.151,79,74,40,0,0,0,0,0,1,1,0,34,fail
1200,2.6,junior_professional,59,50,38,44,27,0.165,114,58,35,0,0,0,0,0,1,1,0,33,fail
1201,8.8,senior_professional,91,81,89,90,52,0.133,29,50,89,0,0,0,0,0,1,1,0,79,pass
1202,2.4,junior_professional,84,85,100,72,100,0.091,82,99,86,0,0,0,0,0,0,1,0,82,fail
1203,13.5,industry_veteran,63,69,49,95,57,0.049,78,58,87,0,0,0,0,0,1,1,0,75,pass
1204,11.2,industry_veteran,80,72,63,67,75,0.103,60,82,88,0,0,0,0,0,1,1,0,65,fail
1205,0.6,fresher,100,100,100,83,90,0.073,83,91,100,0,0,0,0,0,1,1,0,83,pass
1206,3.4,mid_level_expert,97,86,65,92,100,0.092,81,72,68,0,0,0,0,0,0,1,0,83,fail
1207,9.5,senior_professional,84,100,89,100,76,0.023,101,70,80,0,0,0,0,0,1,1,0,85,pass
1208,0.6,fresher,39,62,64,58,64,0.088,118,68,85,0,0,0,0,0,1,1,0,54,fail
1209,4.4,mid_level_expert,72,64,57,53,89,0.246,114,65,60,0,0,1,0,0,1,1,0,55,fail
1210,0.6,fresher,100,49,65,54,66,0.143,35,66,61,0,1,0,0,0,1,1,0,60,fail
1211,4.0,mid_level_expert,35,27,57,26,39,0.104,35,22,25,0,0,0,0,0,1,1,1,27,fail
1212,0.5,fresher,87,70,78,75,71,0.094,120,98,65,0,0,0,0,0,1,1,0,84,pass
1213,6.8,senior_professional,70,58,53,65,58,0.19,129,70,51,0,1,0,1,0,1,1,0,49,fail
1214,0.2,fresher,100,93,73,99,100,0.01,72,100,82,0,0,1,0,0,1,1,0,92,fail
1215,0.7,fresher,79,54,68,72,83,0.096,56,67,66,0,0,0,0,0,1,1,0,53,fail
1216,4.4,mid_level_expert,96,82,60,59,56,0.128,124,77,56,0,0,0,0,0,1,1,0,56,fail
1217,2.6,junior_professional,67,67,57,65,70,0.082,38,62,71,0,0,0,0,0,1,1,0,62,fail
1218,10.6,industry_veteran,79,92,77,78,69,0.116,86,94,43,0,0,0,0,0,1,1,0,70,pass
1219,4.5,mid_level_expert,43,41,45,54,35,0.092,104,47,50,0,0,0,0,0,1,1,0,42,fail
1220,1.1,junior_professional,57,41,35,45,53,0.122,120,51,71,0,0,0,0,0,1,1,0,37,fail
1221,13.1,industry_veteran,79,57,59,64,31,0.186,30,77,83,0,0,0,0,0,1,1,0,70,pass
1222,8.8,senior_professional,100,87,100,94,86,0.106,90,83,88,0,0,0,0,0,1,1,0,96,pass
1223,11.6,industry_veteran,72,52,47,72,74,0.163,114,77,58,0,0,0,0,0,1,1,0,60,fail
1224,7.9,senior_professional,39,62,71,68,57,0.14,30,90,85,0,0,0,0,0,1,1,0,51,fail
1225,1.0,junior_professional,100,97,100,86,95,0.016,91,100,100,0,0,0,0,0,1,1,0,87,pass
1226,5.4,mid_level_expert,52,64,57,85,78,0.15,92,73,75,0,0,0,0,0,1,1,0,48,fail
1227,2.9,junior_professional,55,91,77,73,89,0.01,33,59,70,1,0,0,0,0,1,1,0,70,fail
1228,2.0,junior_professional,91,61,58,93,77,0.151,126,97,71,0,0,0,0,0,1,1,0,79,pass
1229,0.1,fresher,72,78,40,98,79,0.031,99,73,87,0,0,0,0,0,1,1,0,65,fail
1230,10.9,industry_veteran,80,73,79,79,81,0.066,127,57,91,0,0,0,0,0,1,1,0,72,pass
1231,5.2,mid_level_expert,63,68,75,84,83,0.108,82,77,63,0,0,0,0,0,1,1,0,65,fail
1232,2.4,junior_professional,77,83,59,55,92,0.047,95,75,82,0,0,0,1,0,1,1,0,79,fail
1233,4.0,mid_level_expert,79,72,79,57,79,0.099,36,92,79,0,0,0,0,0,1,1,0,67,fail
1234,5.6,mid_level_expert,100,100,80,94,89,0.147,26,91,76,0,0,0,0,0,1,1,0,87,pass
1235,15.0,industry_veteran,55,24,24,66,54,0.117,110,29,51,0,0,0,0,0,1,1,0,24,fail
1236,0.3,fresher,62,91,100,100,100,0.148,62,100,96,0,0,0,0,0,1,1,0,62,fail
1237,6.7,senior_professional,73,45,46,71,71,0.168,60,52,68,0,0,0,0,0,0,1,0,49,fail
1238,0.5,fresher,70,95,64,68,70,0.213,56,66,79,0,0,0,0,0,1,1,0,61,fail
1239,4.8,mid_level_expert,53,91,67,48,90,0.212,75,79,88,0,0,0,0,0,1,1,0,78,pass
1240,2.7,junior_professional,58,62,65,69,74,0.046,87,66,55,0,0,0,0,0,1,1,0,56,fail
1241,14.1,industry_veteran,100,88,100,82,54,0.046,110,94,87,0,1,0,0,0,1,1,1,78,fail
1242,13.1,industry_veteran,70,67,67,67,52,0.087,56,53,100,0,0,0,0,0,1,1,0,73,pass
1243,5.5,mid_level_expert,90,91,97,100,76,0.01,118,88,97,0,0,0,0,0,1,1,0,96,pass
1244,3.0,mid_level_expert,82,40,55,72,78,0.257,122,86,58,0,0,0,0,0,1,1,0,53,fail
1245,2.8,junior_professional,69,79,76,78,98,0.048,65,75,58,0,0,0,0,0,1,1,0,80,pass
1246,0.5,fresher,60,30,28,54,59,0.084,127,42,27,0,0,0,0,0,1,1,0,50,fail
1247,1.3,junior_professional,54,61,64,43,43,0.194,25,46,53,0,1,0,0,0,1,1,0,57,fail
1248,11.3,industry_veteran,63,62,78,52,67,0.129,73,58,60,0,0,0,0,0,1,1,0,46,fail
1249,1.2,junior_professional,73,72,60,70,56,0.074,47,57,61,0,0,0,0,0,1,1,0,57,fail
1250,0.2,fresher,71,80,90,59,76,0.16,38,65,57,0,0,0,0,0,1,1,0,71,pass
1251,10.5,industry_veteran,65,65,66,67,87,0.106,80,62,63,0,0,0,0,0,1,1,0,61,fail
1252,5.5,mid_level_expert,61,88,57,67,41,0.094,37,63,48,0,0,0,0,0,1,1,0,44,fail
1253,5.4,mid_level_expert,82,94,91,93,90,0.084,70,89,94,0,1,0,0,1,1,1,0,84,fail
1254,0.2,fresher,55,52,69,68,57,0.132,45,72,59,0,0,0,0,0,1,1,0,51,fail
1255,12.0,industry_veteran,73,59,45,78,82,0.01,41,59,86,0,0,0,0,0,1,1,0,60,fail
1256,0.2,fresher,83,64,55,65,75,0.115,95,42,77,0,0,0,0,0,1,1,0,66,fail
1257,1.7,junior_professional,52,82,60,48,67,0.145,124,76,77,0,0,0,0,0,1,1,0,62,fail
1258,7.3,senior_professional,43,57,54,17,36,0.139,97,51,51,0,0,0,0,0,1,1,0,39,fail
1259,12.4,industry_veteran,82,70,33,92,41,0.211,52,77,43,0,0,0,0,0,1,1,0,53,fail
1260,0.4,fresher,100,72,100,100,100,0.079,109,100,100,0,0,0,0,0,1,1,0,81,pass
1261,3.4,mid_level_expert,83,100,77,70,76,0.12,35,96,84,0,0,0,0,0,1,1,0,63,fail
1262,2.3,junior_professional,8,53,64,32,57,0.185,114,64,50,0,0,0,0,0,0,1,0,32,fail
1263,3.2,mid_level_expert,51,65,81,51,53,0.132,58,42,56,0,0,0,0,0,1,1,0,58,fail
1264,0.3,fresher,100,99,100,84,77,0.19,125,94,89,0,0,0,0,0,1,1,0,70,pass
1265,7.5,senior_professional,100,100,87,89,93,0.225,88,78,100,0,0,0,0,0,1,1,0,79,pass
1266,0.3,fresher,74,66,67,79,98,0.045,128,100,72,0,0,0,0,0,1,1,0,63,fail
1267,3.4,mid_level_expert,35,33,30,26,46,0.159,52,38,39,0,1,0,0,0,1,1,0,25,fail
1268,0.7,fresher,88,100,100,100,78,0.046,42,100,94,0,0,0,1,0,1,1,0,93,fail
1269,2.6,junior_professional,70,98,74,67,66,0.156,107,53,85,1,0,0,0,0,1,1,0,68,fail
1270,10.8,industry_veteran,42,67,43,53,58,0.137,36,50,45,0,0,0,0,0,1,1,0,50,fail
1271,7.5,senior_professional,72,69,66,57,74,0.182,37,39,65,0,0,0,0,0,1,1,0,55,fail
1272,12.9,industry_veteran,63,72,62,82,85,0.128,64,78,78,0,0,0,0,0,1,1,0,69,fail
1273,4.1,mid_level_expert,75,66,90,100,66,0.084,107,87,100,0,0,0,0,0,1,1,0,84,pass
1274,0.7,fresher,82,61,58,62,65,0.026,103,49,44,0,0,0,0,0,1,1,0,61,fail
1275,1.7,junior_professional,92,38,61,64,62,0.043,128,79,51,0,0,0,0,0,1,1,0,59,fail
1276,7.2,senior_professional,69,49,82,67,77,0.135,120,74,63,0,0,0,0,0,1,1,0,57,fail
1277,2.8,junior_professional,56,63,59,60,44,0.092,125,42,57,0,0,0,0,0,1,1,0,56,fail
1278,12.5,industry_veteran,73,83,61,64,97,0.019,42,73,88,0,0,0,0,0,1,1,0,70,pass
1279,9.0,senior_professional,72,34,86,60,43,0.099,59,58,70,0,0,0,0,0,1,1,0,50,fail
1280,1.8,junior_professional,43,46,37,47,51,0.139,77,42,30,0,1,0,0,0,1,1,0,47,fail
1281,1.2,junior_professional,52,64,41,54,58,0.084,64,66,65,0,0,0,0,0,1,1,0,58,fail
1282,2.8,junior_professional,99,68,63,78,78,0.164,73,71,59,0,0,0,0,0,1,1,0,62,fail
1283,8.9,senior_professional,38,46,24,29,39,0.037,58,55,48,0,0,0,0,0,1,1,0,46,fail
1284,1.6,junior_professional,100,97,97,100,100,0.029,113,100,99,0,0,0,1,0,1,1,0,95,fail
1285,14.2,industry_veteran,95,82,76,93,71,0.01,98,94,78,0,0,0,0,0,1,1,0,79,pass
1286,0.1,fresher,89,97,96,78,92,0.04,64,84,85,0,0,0,0,0,0,1,0,84,fail
1287,14.1,industry_veteran,100,91,53,71,63,0.134,54,69,80,0,0,0,0,0,1,0,0,68,fail
1288,6.6,senior_professional,78,46,65,47,49,0.046,37,71,53,0,0,0,0,0,1,1,0,52,fail
1289,0.8,fresher,46,42,66,42,50,0.12,113,60,53,0,0,0,0,0,1,1,0,38,fail
1290,8.4,senior_professional,31,39,57,45,50,0.076,105,61,56,0,0,0,0,0,1,1,0,42,fail
1291,11.2,industry_veteran,89,66,52,72,76,0.01,115,81,67,0,0,0,0,0,1,1,0,62,fail
1292,12.0,industry_veteran,82,100,76,95,63,0.108,101,69,44,0,0,1,0,0,1,1,0,66,fail
1293,0.6,fresher,94,80,100,100,56,0.122,33,93,76,0,0,0,0,0,1,1,0,70,fail
