id,role,experience_band,years_experience,focus_area,skill_topic,difficulty_level,question_text,question_family,skill_area
Q_00139,Data Scientist,mid_level_expert,5.5,personality,Attention to detail,easy,"For a Data Scientist, ask a easy behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 139.",behavioral,Communication
Q_00140,Data Scientist,mid_level_expert,3.7,personality,Communication,easy,"For a Data Scientist, ask a easy scenario personality question about Communication. The answer should show examples, ownership, and reflection. Question id 140.",scenario,Communication
Q_00141,Data Scientist,mid_level_expert,4.0,personality,Openness to learning,easy,"For a Data Scientist, ask a easy behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 141.",behavioral,Communication
Q_00142,Data Scientist,mid_level_expert,3.8,personality,Openness to learning,easy,"For a Data Scientist, ask a easy behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 142.",behavioral,Communication
Q_00143,Data Scientist,mid_level_expert,3.5,personality,Collaboration,easy,"For a Data Scientist, ask a easy behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 143.",behavioral,Communication
Q_00144,Data Scientist,mid_level_expert,5.1,personality,Collaboration,easy,"For a Data Scientist, ask a easy behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 144.",behavioral,Communication
Q_00145,Data Scientist,mid_level_expert,5.1,personality,Attention to detail,medium,"For a Data Scientist, ask a medium behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 145.",behavioral,Communication
Q_00146,Data Scientist,mid_level_expert,3.8,personality,Openness to learning,medium,"For a Data Scientist, ask a medium behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 146.",behavioral,Communication
Q_00147,Data Scientist,mid_level_expert,4.1,personality,Attention to detail,medium,"For a Data Scientist, ask a medium behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 147.",behavioral,Communication
Q_00148,Data Scientist,mid_level_expert,4.9,personality,Collaboration,medium,"For a Data Scientist, ask a medium behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 148.",behavioral,Communication
Q_00149,Data Scientist,mid_level_expert,5.1,personality,Collaboration,medium,"For a Data Scientist, ask a medium behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 149.",behavioral,Communication
Q_00150,Data Scientist,mid_level_expert,4.8,personality,Attention to detail,medium,"For a Data Scientist, ask a medium behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 150.",behavioral,Communication
Q_00151,Data Scientist,mid_level_expert,5.8,personality,Attention to detail,medium,"For a Data Scientist, ask a medium scenario personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 151.",scenario,Communication
Q_00152,Data Scientist,mid_level_expert,4.0,personality,Communication,medium,"For a Data Scientist, ask a medium behavioral personality question about Communication. The answer should show examples, ownership, and reflection. Question id 152.",behavioral,Communication
Q_00153,Data Scientist,mid_level_expert,5.0,personality,Stress handling,medium,"For a Data Scientist, ask a medium scenario personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 153.",scenario,Communication
Q_00154,Data Scientist,mid_level_expert,5.4,personality,Communication,hard,"For a Data Scientist, ask a hard conceptual personality question about Communication. The answer should show examples, ownership, and reflection. Question id 154.",conceptual,Communication
Q_00155,Data Scientist,mid_level_expert,5.8,personality,Collaboration,hard,"For a Data Scientist, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 155.",scenario,Communication
Q_00156,Data Scientist,mid_level_expert,4.5,personality,Openness to learning,hard,"For a Data Scientist, ask a hard scenario personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 156.",scenario,Communication
Q_00157,Data Scientist,mid_level_expert,5.1,personality,Collaboration,hard,"For a Data Scientist, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 157.",scenario,Communication
Q_00158,Data Scientist,mid_level_expert,3.7,personality,Communication,hard,"For a Data Scientist, ask a hard conceptual personality question about Communication. The answer should show examples, ownership, and reflection. Question id 158.",conceptual,Communication
Q_00159,Data Scientist,mid_level_expert,5.2,personality,Collaboration,hard,"For a Data Scientist, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 159.",scenario,Communication
Q_00160,Data Scientist,mid_level_expert,3.9,personality,Attention to detail,hard,"For a Data Scientist, ask a hard scenario personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 160.",scenario,Communication
Q_00161,Data Scientist,mid_level_expert,3.5,personality,Collaboration,hard,"For a Data Scientist, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 161.",scenario,Communication
Q_00162,Data Scientist,mid_level_expert,3.2,personality,Communication,hard,"For a Data Scientist, ask a hard scenario personality question about Communication. The answer should show examples, ownership, and reflection. Question id 162.",scenario,Communication
Q_00163,Data Scientist,senior_professional,6.1,technical,Machine Learning,easy,"For a Data Scientist with senior_professional experience, ask a easy scenario question about Machine Learning. Include practical constraints and evaluation points. Question id 163.",scenario,Machine Learning
Q_00164,Data Scientist,senior_professional,8.3,technical,Machine Learning,easy,"For a Data Scientist with senior_professional experience, ask a easy conceptual question about Machine Learning. Include practical constraints and evaluation points. Question id 164.",conceptual,Machine Learning
Q_00165,Data Scientist,senior_professional,8.9,technical,Machine Learning,easy,"For a Data Scientist with senior_professional experience, ask a easy conceptual question about Machine Learning. Include practical constraints and evaluation points. Question id 165.",conceptual,Machine Learning
