question_id,question,topic,subtopic,difficulty,role,option_a,option_b,option_c,option_d,correct_answer,explanation,expected_time,experience_level
OOP025,"Given the scenario below, what principle is being violated?

class Employee:
    def get_details(self):
        pass
    def calculate_tax(self):
        pass
    def generate_pdf_report(self):
        pass
    def send_email(self):
        pass",OOP,Design Principles (SOLID),medium,all,Open/Closed Principle,Liskov Substitution Principle,Single Responsibility Principle,Dependency Inversion Principle,c,"The Employee class handles HR data, tax calculation, PDF generation, and email sending — 4 different responsibilities. SRP states a class should have only one reason to change.",40,2-3
OOP026,"Dry-run this and select the output:

class A:
    def __init__(self):
        self.val = 10
    def show(self):
        return self.val

class B(A):
    def __init__(self):
        self.val = 20

class C(B):
    pass

obj = C()
print(obj.show())",OOP,Inheritance,medium,all,10,20,Error,,b,"C inherits from B. C() calls B.__init__ (sets val=20). C inherits show() from A, which returns self.val = 20. A.__init__ is never called.",40,2-3
OOP027,"What will this code output?

class Singleton:
    _instance = None
    def __new__(cls):
        if cls._instance is None:
            cls._instance = super().__new__(cls)
        return cls._instance

a = Singleton()
b = Singleton()
print(a is b)",OOP,Design Principles (SOLID),medium,all,False,True,Error,,b,"The Singleton pattern uses __new__ to ensure only one instance is ever created. Both 'a' and 'b' point to the same object, so 'a is b' is True.",40,2-3
OOP028,"What will this output?

class Multiplier:
    def __init__(self, factor):
        self.factor = factor
    def __call__(self, x):
        return x * self.factor

double = Multiplier(2)
print(double(5))",OOP,Classes and Objects,medium,all,Error — objects are not callable,10,2,5,b,"__call__ makes an instance callable. 'double(5)' triggers __call__(5), returning 5 * 2 = 10.",35,2-3
OOP029,"What will be printed?

class Logger:
    def log(self, msg):
        print(f'LOG: {msg}')

class TimedLogger(Logger):
    def log(self, msg, timestamp=None):
        if timestamp:
            print(f'[{timestamp}] LOG: {msg}')
        else:
            super().log(msg)

t = TimedLogger()
t.log('error')",OOP,Method Overriding,medium,all,LOG: error,[None] LOG: error,Error,error,a,"t.log('error') calls TimedLogger.log with msg='error', timestamp=None. Since timestamp is falsy, super().log(msg) is called → 'LOG: error'.",40,2-3
OOP030,"Which principle does this violate?

class Rectangle:
    def set_width(self, w): self.width = w
    def set_height(self, h): self.height = h
    def area(self): return self.width * self.height

class Square(Rectangle):
    def set_width(self, w):
        self.width = self.height = w
    def set_height(self, h):
        self.width = self.height = h",OOP,Design Principles (SOLID),medium,all,Single Responsibility Principle,Open/Closed Principle,Liskov Substitution Principle,Interface Segregation Principle,c,This is the classic LSP violation. A Square is NOT substitutable for a Rectangle because setting width/height independently breaks rectangle behavior. Square changes both simultaneously.,45,2-3
OOP031,"What will this print?

class Engine:
    def start(self):
        return 'Engine started'

class Car:
    def __init__(self):
        self.engine = Engine()
    def start(self):
        return self.engine.start()

c = Car()
print(c.start())",OOP,Inheritance,medium,all,Error — Car doesn't inherit Engine,Engine started,,Car started,b,"This is composition (has-a), not inheritance. Car contains an Engine instance. c.start() delegates to self.engine.start() → 'Engine started'.",35,2-3
OOP032,"What is the output?

class A:
    def info(self):
        return 'A'

class B(A):
    def info(self):
        return super().info() + 'B'

class C(B):
    def info(self):
        return super().info() + 'C'

print(C().info())",OOP,Inheritance,medium,all,ABC,CBA,AB,C,a,C.info() calls super().info() (→ B.info()) which calls super().info() (→ A.info() = 'A'). B appends 'B' → 'AB'. C appends 'C' → 'ABC'.,40,2-3
OOP033,"What will this print?

class Config:
    settings = {}

    def set(self, key, val):
        self.settings[key] = val

c1 = Config()
c2 = Config()
c1.set('theme', 'dark')
print(c2.settings.get('theme'))",OOP,Classes and Objects,medium,all,,dark,Error,{},b,'settings' is a mutable class variable (a dict) shared by all instances. c1.set() modifies the shared dict. c2.settings.get('theme') returns 'dark'.,40,2-3
OOP034,"What will this print?

class Wrapper:
    def __init__(self, val):
        self._val = val

    @property
    def val(self):
        return self._val * 2

w = Wrapper(5)
print(w.val)",OOP,Encapsulation,medium,all,5,10,Error — val is not callable,,b,@property makes val() accessible as an attribute. Accessing w.val calls the getter which returns self._val * 2 = 5 * 2 = 10.,35,2-3
OOP035,"What will be printed?

class Account:
    def __init__(self, bal):
        self.__bal = bal

    def deposit(self, amount):
        self.__bal += amount

    def get_balance(self):
        return self.__bal

a = Account(100)
a.deposit(50)
a.__bal = 0
print(a.get_balance())",OOP,Encapsulation,medium,all,0,150,100,Error,b,"Name mangling renames __bal to _Account__bal internally. 'a.__bal = 0' creates a NEW attribute named '__bal', separate from '_Account__bal'. get_balance() returns _Account__bal = 150.",45,2-3
OOP036,"What is the output of this code?

class Animal:
    def __init__(self, name):
        self.name = name
    def __del__(self):
        print(f'{self.name} deleted')

a = Animal('Dog')
b = a
del a
print('After del a')",OOP,Object Lifecycle,medium,all,"Dog deleted
After del a",After del a,"After del a
Dog deleted",Error,b,'del a' removes the variable 'a' but the object still has a reference via 'b'. Python's GC only calls __del__ when ALL references are gone. So 'Dog deleted' is NOT printed here.,45,2-3
OOP037,"What will this code print?

class Stack:
    def __init__(self):
        self.items = []

    def push(self, item):
        self.items.append(item)
        return self

    def __str__(self):
        return str(self.items)

s = Stack()
s.push(1).push(2).push(3)
print(s)",OOP,Classes and Objects,medium,all,[3],Error,"[1, 2, 3]","[1]
[1, 2]
[1, 2, 3]",c,"push() returns self each time, enabling method chaining. All three pushes happen on the same Stack. print(s) calls __str__ → '[1, 2, 3]'.",40,2-3
OOP038,"What will this print?

class Base:
    x = 10
    def __init__(self):
        self.x = 20

class Child(Base):
    def show(self):
        print(self.x)
        print(Base.x)

c = Child()
c.show()",OOP,Inheritance,medium,all,"10
10","20
20","20
10","10
20",c,self.x finds the instance attribute (20) first. Base.x directly accesses the class attribute (10). Output: 20 then 10.,35,2-3
OOP039,"What will this print?

class Meta(type):
    def __new__(mcs, name, bases, namespace):
        namespace['greet'] = lambda self: f'Hello from {name}'
        return super().__new__(mcs, name, bases, namespace)

class MyClass(metaclass=Meta):
    pass

obj = MyClass()
print(obj.greet())",OOP,Classes and Objects,medium,all,Hello from Meta,Hello from MyClass,Error,Hello from object,b,The metaclass injects greet() into MyClass's namespace during class creation. The lambda uses 'name' which is 'MyClass' → 'Hello from MyClass'.,50,2-3
OOP040,"What will this print?

class Descriptor:
    def __get__(self, obj, objtype=None):
        return 42

class MyClass:
    value = Descriptor()

m = MyClass()
m.value = 100
print(m.value)",OOP,Encapsulation,medium,all,42,100,Error,,b,"Without __set__ defined, Descriptor is a non-data descriptor. 'm.value = 100' creates an instance attribute that shadows the descriptor. m.value returns 100.",50,2-3
OOP041,"Predict the full output (MRO + Diamond Problem):

class A:
    def method(self):
        print('A')

class B(A):
    def method(self):
        print('B')
        super().method()

class C(A):
    def method(self):
        print('C')
        super().method()

class D(B, C):
    def method(self):
        print('D')
        super().method()

D().method()",OOP,Inheritance,hard,all,"D
B
A","D
B
C
A","D
C
B
A","D
B
A
C",b,MRO of D: D → B → C → A (C3 linearization). D.method prints 'D' and calls super() → B. B prints 'B' and calls super() → C (not A!). C prints 'C' and calls super() → A. A prints 'A'. Output: D B C A.,60,3+
OOP042,"What will this output and why does it happen?

class Mixin:
    def process(self):
        print('Mixin')
        return super().process()

class Base:
    def process(self):
        print('Base')

class Combined(Mixin, Base):
    pass

Combined().process()",OOP,Inheritance,hard,all,Base,"Mixin
Base",Error — Mixin.process calls super() but Mixin doesn't inherit Base,Mixin,b,MRO of Combined: Combined → Mixin → Base. super().process() in Mixin follows MRO at runtime. Combined().process() → Mixin.process (prints 'Mixin') → super() → Base.process (prints 'Base').,60,3+
OOP043,"What is the output?

class A:
    def __init__(self):
        self.x = self.compute()

    def compute(self):
        return 1

class B(A):
    def compute(self):
        return 2

b = B()
print(b.x)",OOP,Polymorphism,hard,all,1,Error — compute() called before B is fully initialized,2,,c,"B() triggers A.__init__, which calls self.compute(). 'self' is a B instance, so Python dispatches to B.compute() (returns 2) due to runtime polymorphism. self.x = 2.",55,3+
OOP044,"What will this print?

class Decorator:
    def __init__(self, func):
        self.func = func
    def __call__(self, *args):
        print('Before')
        result = self.func(*args)
        print('After')
        return result

@Decorator
def add(a, b):
    return a + b

print(add(2, 3))",OOP,Classes and Objects,hard,all,5,"Before
5
After","Before
After
5",Error,c,"@Decorator wraps add(). Calling add(2,3) triggers Decorator.__call__: prints 'Before', calls func(2,3)=5, prints 'After', returns 5. print() then prints the returned 5.",55,3+
OOP045,"Which part of this code breaks LSP and what would go wrong at runtime?

class Bird:
    def fly(self):
        return 'Flying'

class Penguin(Bird):
    def fly(self):
        raise NotImplementedError('Penguins cannot fly')

def make_it_fly(bird: Bird):
    print(bird.fly())

make_it_fly(Penguin())",OOP,Design Principles (SOLID),hard,all,Nothing breaks — it correctly raises an error to warn users,LSP is violated: Penguin cannot replace Bird without breaking callers; raises NotImplementedError,Open/Closed Principle is violated,Encapsulation is broken because fly() is public,b,"LSP requires that subtypes are fully substitutable for their base type. Penguin raises NotImplementedError where Bird.fly() would return a string, breaking any caller expecting Bird behavior.",60,3+
OOP046,"What will this output? Trace the full execution.

class Ops:
    def __add__(self, other):
        return Ops()
    def __str__(self):
        return 'Ops'
    def __bool__(self):
        return False

a = Ops()
b = Ops()
c = a + b
if c:
    print('True')
else:
    print(str(c))",OOP,Polymorphism,hard,all,True,Ops,False,Error,b,a + b returns a new Ops() via __add__. 'if c' triggers __bool__ which returns False. So we go to else branch and print str(c) → __str__ → 'Ops'.,60,3+
OOP047,"What is the output? This tests deep copy vs shallow copy in OOP.

import copy

class Team:
    def __init__(self, members):
        self.members = members

t1 = Team(['Alice', 'Bob'])
t2 = copy.copy(t1)
t2.members.append('Charlie')
print(t1.members)",OOP,Object Lifecycle,hard,all,"['Alice', 'Bob']","['Alice', 'Bob', 'Charlie']",Error,['Charlie'],b,"copy.copy() creates a shallow copy of Team. The new object t2 is distinct, but t2.members is the SAME list object as t1.members. Appending to t2.members mutates t1.members too.",60,3+
OOP048,"What will this print?

class EventEmitter:
    _handlers = {}

    def on(self, event, handler):
        self._handlers.setdefault(event, []).append(handler)

    def emit(self, event):
        for h in self._handlers.get(event, []):
            h()

e1 = EventEmitter()
e2 = EventEmitter()
e1.on('click', lambda: print('e1 click'))
e2.emit('click')",OOP,Classes and Objects,hard,all,Nothing is printed,e1 click,Error,"e1 click
e2 click",b,'_handlers' is a mutable class variable shared by all EventEmitter instances. e1.on() modifies the shared dict. e2.emit('click') sees the same handlers and fires the lambda → 'e1 click'.,65,3+
OOP049,"What will this output? Trace carefully.

class Base:
    def __init_subclass__(cls, prefix='', **kwargs):
        super().__init_subclass__(**kwargs)
        cls.tag = prefix + cls.__name__

class Widget(Base, prefix='ui-'):
    pass

class Button(Widget):
    pass

print(Widget.tag)
print(Button.tag)",OOP,Inheritance,hard,all,"ui-Widget
ui-Button","ui-Widget
Button","Widget
Button",Error,b,"__init_subclass__ is called when Widget is created with prefix='ui-' → Widget.tag = 'ui-Widget'. When Button subclasses Widget, __init_subclass__ is called again but prefix defaults to '' → Button.tag = 'Button'.",65,3+
OOP050,"What will this output? Full dry-run required.

class Registry:
    _registry = {}

    def __init_subclass__(cls, label=None, **kwargs):
        super().__init_subclass__(**kwargs)
        if label:
            Registry._registry[label] = cls

    @classmethod
    def get(cls, label):
        return cls._registry.get(label)

class Dog(Registry, label='dog'):
    def speak(self): return 'Woof'

class Cat(Registry, label='cat'):
    def speak(self): return 'Meow'

animal_cls = Registry.get('dog')
print(animal_cls().speak())",OOP,Design Principles (SOLID),hard,all,Meow,Error — cannot instantiate from registry,Woof,,c,Each subclass with a label registers itself in _registry. Registry.get('dog') returns the Dog class. animal_cls() instantiates Dog. .speak() returns 'Woof'. This implements the Registry design pattern.,70,3+
DBMS001,What does DBMS stand for?,DBMS,Introduction,easy,all,Database Management System,Data Backup Management System,Database Monitoring Software,Data Building Management System,a,"DBMS stands for Database Management System, software used to create, manage, and query databases.",20,0-1
DBMS002,Which of the following is a major advantage of a DBMS over a traditional file system?,DBMS,DBMS vs File System,easy,all,Data redundancy is encouraged,Data isolation is maximised,Controlled redundancy and data consistency,Files are stored in binary format only,c,"DBMS minimises data redundancy and ensures consistency, unlike traditional file systems that suffer from data duplication.",22,0-1
DBMS003,"In a relational database, data is organised as:",DBMS,Data Models,easy,all,Trees and graphs,Tables (relations) consisting of rows and columns,Linked lists of records,Hierarchical parent-child chains,b,The relational data model represents data as two-dimensional tables (relations) made up of rows (tuples) and columns (attributes).,20,0-1
DBMS004,Which data model represents data as a tree structure with a single root?,DBMS,Data Models,easy,all,Relational model,Network model,Hierarchical model,Object-oriented model,c,"The hierarchical model organises data as a tree where each child has exactly one parent, forming a single-root structure.",20,0-1
